45TEP07000;RON EXTRA AÑEJO TEPUY 6/0,7 DF     ;000000000000000;000030,0523;000031,8736;000032,9664;000034,5984;0000036,427;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0005;TEP;FN
45CNB07000;RON CANAIMA BLANCO 12/0,70 DF      ;000000000000000;000014,5235;000015,4037;000015,9318;000016,7205;000017,6042;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0005;CNB;FN
45NA107002;LDR NAIGUATA LIGHT 12/0,70 DF      ;000000000000000;00000011,55;00000012,25;00000012,67;000013,2972;00000000014;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0005;NA1;FN
45ST107500;VDK STANISLAFF 6/0,75 DF NP        ;000000000000053;0000017,754;00000018,83;000019,4756;000020,4397;00000021,52;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0005;ST1;FN
45WE107500;GIN. WELLINGTON 12/0,75 DF         ;000000000000000;000031,2318;000033,1246;000034,2603;000035,9563;000037,8567;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0005;WE1;FN
41CNB07000;RON CANAIMA BLANCO 12/0,70 TF      ;000000000000000;000015,9803;000016,9488;000017,5299;000018,3976;00000019,37;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0009;CNB;TF
46CNB07000;RON CANAIMA BLANCO 12/0,70 IM      ;000000000000000;000016,7021;000017,7144;000018,3217;000019,2287;0000020,245;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0008;CNB;PL
46CNB07001;RON CANAIMA BLANCO 12/0,70 PRG     ;000000000000001;000016,7021;000017,7144;000018,3217;000019,2287;0000020,245;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0007;CNB;PL
41GL117500;L.V GLACIAL GUARANA 6/1,75 TF      ;000000000000911;000026,5238;000028,1313;000029,0958;000030,5361;00000032,15;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0009;GL1;TF
46GL117500;GLACIAL GUARANA 6/1,75 IM PET      ;000000000000450;000022,9598;000024,3513;000025,1862;000026,4329;00000027,83;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0008;GL1;PL
46GL117501;GLACIAL GUARANA 6/1,75 PRG PET     ;000000000000237;000022,9598;000024,3513;000025,1862;000026,4329;00000027,83;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0007;GL1;PL
41DI307004;RON D RESERVA 0,7 TF 2PACK C2V     ;000000000000000;000048,5678;000051,5113;000053,2774;000055,9147;00000058,87;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0009;DI3;TF
46DI307006;RON D RESERVA 0,7 IM 2PACK 2VA     ;000000000000000;0000026,466;00000028,07;000029,0324;000030,4696;00000032,08;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0008;DI3;PL
46DI307007;RON D RESERVA 0,7 PRG 2PACK C2     ;000000000000000;0000071,379;0000075,705;000078,3006;000082,1767;00000086,52;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0007;DI3;PL
41GL107013;L.V GLACIAL CEREZA 12/0,70 TF      ;000000000002530;000011,1293;000011,8038;000012,2085;000012,8128;00000013,49;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0009;GL1;TF
